,away_hitters,away_AB,away_R,away_H,away_RBI,away_HR,away_BB,away_K,away_AVG,away_OBP,away_SLG,home_hitters,home_AB,home_R,home_H,home_RBI,home_HR,home_BB,home_K,home_AVG,home_OBP,home_SLG
19848,B. LoweDH,6,1,2,0,0,0,2,.244,.326,.491,M. BettsRF,4,1,1,2,0,0,0,.299,.392,.486
19849,J. Caminero3B,5,3,3,2,1,0,0,.308,.386,.487,F. Freeman1B,5,0,0,0,0,0,1,.284,.383,.477
19850,T. WallsSS,0,0,0,0,0,0,0,.171,.285,.230,T. HernándezLF,4,1,1,2,1,0,0,.265,.329,.488
19851,C. Morel2B,4,1,1,0,0,1,2,.188,.286,.325,C. TaylorLF,0,0,0,0,0,0,0,.167,.277,.265
19852,D. CarlsonLF,4,1,1,0,0,1,2,.250,.350,.462,G. Lux2B,4,0,0,0,0,0,2,.249,.308,.391
19853,J. DeLucaCF,4,1,2,2,0,1,1,.184,.255,.287,W. SmithC,4,0,1,0,0,0,2,.247,.330,.430
19854,J. LoweRF,4,1,1,1,0,0,0,.231,.291,.388,M. Muncy3B,3,1,1,0,0,1,1,.237,.342,.526
19855,J. CaballeroSS-3B,5,1,2,2,1,0,0,.236,.296,.382,T. EdmanCF,4,0,0,0,0,0,0,.211,.211,.263
19856,A. JacksonC,3,0,0,0,0,1,1,.120,.197,.233,M. RojasSS,4,3,2,2,1,0,1,.287,.328,.418
19857,aB. RortvedtPH-C,1,0,1,0,0,0,0,.250,.340,.342,team,36,8,8,8,3,1,7,,,
19858,team,41,9,15,8,2,4,8,,,,,,,,,,,,,,
19859,gameId: 401570416,,,,,,,,,,,,,,,,,,,,,
19860,M. Semien2B,5,1,2,2,0,0,0,.243,.313,.400,S. KwanLF,4,1,1,2,0,1,0,.306,.367,.451
19861,C. SeagerSS,4,0,0,0,0,0,1,.270,.351,.498,T. Freeman3B,0,0,0,0,0,0,0,.209,.306,.325
19862,T. JankowskiRF,1,0,0,0,0,0,0,.196,.259,.235,A. Gimenez2B,5,1,2,1,0,0,3,.253,.304,.329
19863,J. SmithDH,3,0,0,0,0,0,1,.266,.353,.413,J. Ramirez3B,4,1,2,1,1,0,0,.273,.333,.532
19864,aR. GrossmanPH-DH,1,0,0,0,0,0,0,.240,.339,.365,L. ThomasCF,1,1,1,0,0,0,0,.125,.208,.188
19865,A. GarcíaRF,3,0,1,0,0,0,1,.226,.288,.404,J. Naylor1B,3,2,1,2,1,1,0,.238,.319,.469
19866,E. DuranSS,1,0,0,0,0,0,1,.244,.282,.305,D. Fry1B,1,0,0,0,0,0,0,.264,.362,.444
19867,N. Lowe1B,3,0,0,0,0,1,0,.252,.348,.369,W. BrennanDH,5,1,2,1,0,0,1,.248,.298,.387
19868,J. Jung3B,4,1,1,0,0,0,0,.255,.274,.431,J. NoelRF,5,3,3,3,1,0,1,.266,.331,.615
19869,W. LangfordLF,4,2,3,0,0,0,0,.246,.314,.369,D. SchneemannCF-LF,4,0,2,1,0,0,0,.233,.318,.393
19870,C. KellyC,4,0,1,1,0,0,1,.302,.333,.442,B. NaylorC,4,1,2,1,1,0,1,.207,.265,.361
19871,L. TaverasCF,4,1,1,1,0,0,0,.229,.286,.350,B. RocchioSS,2,2,0,0,0,2,0,.210,.299,.316
19872,team,37,5,9,4,0,1,5,,,,team,38,13,16,12,4,4,6,,,
19873,gameId: 401570417,,,,,,,,,,,,,,,,,,,,,
19874,C. AbramsSS,5,0,2,0,0,0,1,.247,.320,.442,M. Harris IICF,4,0,1,0,0,0,1,.248,.293,.363
19875,J. WoodLF,3,0,1,0,0,1,1,.289,.379,.451,W. Merrifield2B,2,1,2,0,0,2,0,.278,.402,.417
19876,J. YepezDH,4,0,1,0,0,0,1,.283,.331,.434,M. OzunaDH,4,0,1,0,0,0,1,.307,.378,.586
19877,D. MillasPR-DH,0,0,0,0,0,0,0,.167,.219,.300,M. Olson1B,3,1,1,1,0,1,0,.225,.309,.415
19878,L. Garcia Jr.2B,4,0,0,0,0,0,1,.293,.328,.460,T. d'ArnaudC,4,0,1,1,0,0,1,.253,.311,.477
19879,K. RuizC,3,1,0,0,0,1,0,.228,.261,.368,R. LaureanoRF,4,1,2,1,1,0,1,.309,.339,.555
19880,J. Tena3B,4,1,3,2,1,0,1,.400,.432,.514,J. KelenicLF,2,0,0,0,0,0,1,.237,.290,.400
19881,A. Chaparro1B,4,0,2,0,0,0,0,.297,.350,.459,aJ. SolerPH,1,0,0,0,0,0,1,.235,.371,.510
19882,J. GalloRF,4,0,0,0,0,0,2,.168,.286,.316,A. DuvallLF,1,0,0,0,0,0,0,.185,.245,.330
19883,J. YoungCF,4,0,1,0,0,0,0,.251,.312,.323,G. Urshela3B,4,0,2,0,0,0,0,.333,.368,.444
19884,team,35,2,10,2,1,2,7,,,,O. ArciaSS,4,1,1,1,1,0,1,.225,.272,.360
19885,,,,,,,,,,,,team,33,4,11,4,2,3,7,,,
19886,gameId: 401570418,,,,,,,,,,,,,,,,,,,,,
19887,T. WardDH,4,1,1,0,0,0,2,.237,.311,.402,G. SpringerDH,4,1,1,0,0,1,1,.220,.300,.385
19888,Z. NetoSS,4,0,1,1,0,0,0,.256,.322,.451,J. LoperfidoCF,4,0,0,1,0,1,1,.239,.282,.463
19889,K. PillarLF,4,0,0,0,0,0,3,.266,.310,.419,V. Guerrero Jr.1B,3,1,2,2,0,2,0,.320,.396,.558
19890,J. AdellRF,3,0,0,0,0,0,2,.211,.282,.401,A. KirkC,4,1,1,3,1,1,1,.248,.322,.358
19891,M. MoniakCF,3,0,0,0,0,0,2,.221,.264,.355,E. Clement3B,4,0,0,0,0,0,1,.265,.287,.424
19892,L. O'HoppeC,3,0,0,0,0,0,1,.249,.307,.417,W. Wagner2B,3,1,0,0,0,1,1,.282,.317,.359
19893,B. Drury3B,3,1,1,1,1,0,2,.157,.242,.207,L. JimenezSS,3,1,1,0,0,0,1,.222,.301,.376
19894,N. Kavadas1B,3,0,0,0,0,0,1,.042,.148,.167,D. SchneiderLF,1,1,0,0,0,1,0,.199,.292,.343
19895,M. Stefanic2B,3,0,0,0,0,0,0,.238,.307,.275,aS. HorwitzPH,1,0,0,0,0,0,0,.255,.347,.420
19896,team,30,2,3,2,1,0,13,,,,S. BerroaLF,1,0,0,0,0,0,1,.133,.297,.167
19897,,,,,,,,,,,,A. BargerRF,3,2,2,2,1,1,0,.197,.232,.379
19898,,,,,,,,,,,,team,31,8,7,8,2,8,7,,,
19899,gameId: 401570419,,,,,,,,,,,,,,,,,,,,,
19900,C. CarrollRF,4,0,1,1,0,0,1,.222,.311,.396,J. DuranCF,3,0,0,0,0,1,1,.289,.350,.512
19901,J. McCarthyCF,5,0,1,1,0,0,1,.299,.370,.445,W. AbreuRF,2,1,1,0,0,1,0,.268,.338,.500
19902,J. PedersonDH,3,0,0,0,0,1,1,.283,.402,.537,bR. RefsnyderPH-RF,1,0,0,0,0,0,1,.286,.364,.464
19903,J. Bell1B,4,0,0,0,0,0,0,.240,.310,.407,T. Casas1B,4,2,2,1,1,0,1,.270,.364,.513
19904,P. SmithLF,3,1,2,0,0,0,0,.268,.316,.465,R. Devers3B,4,1,1,3,1,0,1,.290,.370,.574
19905,aL. Gurriel Jr.PH-LF,1,0,0,0,0,0,1,.275,.314,.419,T. O'NeillLF,4,1,1,1,1,0,3,.261,.351,.528
19906,A. Del CastilloC,2,2,1,0,0,2,1,.341,.420,.591,M. YoshidaDH,4,0,1,0,0,0,0,.292,.364,.440
19907,E. Suarez3B,4,2,4,3,1,0,0,.241,.311,.437,C. WongC,4,0,1,0,0,0,1,.286,.341,.426
19908,L. Guillorme2B,2,1,0,0,0,1,0,.213,.299,.287,D. Hamilton2B,1,0,0,0,0,1,0,.251,.307,.403
19909,bK. NewmanPH-2B,1,0,0,0,0,0,0,.273,.306,.371,aR. GonzalezPH-2B,2,0,1,0,0,0,1,.278,.327,.451
19910,G. PerdomoSS,4,1,1,2,1,0,0,.288,.349,.403,C. RafaelaSS,3,0,1,0,0,0,1,.259,.289,.402
19911,team,33,7,10,7,2,4,5,,,,team,32,5,9,5,3,3,10,,,
19912,gameId: 401570420,,,,,,,,,,,,,,,,,,,,,
19913,I. HappLF,5,0,3,1,0,0,2,.234,.339,.458,C. NorbyDH,4,3,3,1,1,0,1,.375,.400,.792
19914,M. Busch1B,4,0,0,0,0,0,1,.256,.343,.444,J. Burger3B,4,1,1,0,0,0,1,.246,.300,.471
19915,M. AmayaC,1,0,0,0,0,0,0,.229,.285,.353,J. SánchezRF,4,1,1,2,1,0,0,.237,.292,.414
19916,S. SuzukiDH,4,0,0,0,0,0,1,.268,.341,.481,C. PacheCF,0,0,0,0,0,0,0,.192,.250,.346
19917,C. BellingerRF-1B,2,0,0,0,0,2,1,.271,.330,.424,J. Bride1B,3,0,2,1,0,0,0,.273,.364,.446
19918,N. Hoerner2B,4,0,1,0,0,0,0,.253,.320,.344,O. Lopez2B,4,1,1,1,0,0,0,.239,.277,.323
19919,D. SwansonSS,4,1,1,0,0,0,1,.227,.297,.354,K. StowersLF-RF,3,1,1,1,0,1,1,.136,.230,.152
19920,P. Crow-ArmstrongCF,4,0,0,0,0,0,2,.217,.266,.380,D. HillCF-LF,4,0,1,1,0,0,0,.227,.246,.333
19921,P. Wisdom3B,2,0,0,0,0,0,2,.200,.268,.440,V. BrujanSS,4,0,1,0,0,0,0,.223,.310,.328
19922,I. Paredes3B,1,0,0,0,0,1,0,.146,.228,.268,N. FortesC,3,0,0,0,0,0,0,.215,.241,.296
19923,C. BethancourtC,2,0,1,1,0,0,0,.364,.417,.773,team,33,7,11,7,2,1,3,,,
19924,aM. TauchmanPH-RF,0,1,0,0,0,2,0,.251,.352,.371,,,,,,,,,,,
19925,team,33,2,6,2,0,5,10,,,,,,,,,,,,,,
19926,gameId: 401570421,,,,,,,,,,,,,,,,,,,,,
19927,J. India2B,4,1,1,0,0,0,1,.250,.353,.394,I. Kiner-Falefa3B,4,1,3,0,0,0,0,.247,.281,.376
19928,E. De La CruzSS,5,1,2,1,0,0,0,.265,.348,.490,B. ReynoldsLF,4,0,1,1,0,0,0,.279,.343,.451
19929,T. StephensonC,3,0,1,0,0,1,2,.255,.335,.465,O. CruzSS,4,0,2,0,0,0,0,.265,.324,.468
19930,T. FriedlCF,4,0,0,1,0,0,1,.223,.309,.399,J. BartDH,1,0,0,1,0,0,0,.272,.347,.497
19931,S. SteerLF-RF,3,0,1,1,0,1,1,.236,.327,.431,aC. JoePH-DH,3,0,1,0,0,0,0,.231,.310,.366
19932,S. EspinalRF,4,0,1,0,0,0,1,.261,.302,.390,R. Tellez1B,4,0,0,0,0,0,0,.246,.296,.397
19933,S. FairchildLF,0,0,0,0,0,0,0,.215,.286,.368,B. De La CruzRF,3,1,0,0,0,0,1,.221,.247,.260
19934,D. Smith1B,4,0,1,0,0,0,0,.182,.182,.273,Y. GrandalC,4,1,1,2,1,0,1,.208,.253,.371
19935,A. RosarioDH,3,0,0,0,0,1,1,.222,.300,.222,A. Williams2B,3,0,1,0,0,0,0,.214,.247,.300
19936,N. Marte3B,4,1,1,0,0,0,2,.199,.235,.317,M. TaylorCF,3,1,1,0,0,0,0,.196,.257,.284
19937,team,34,3,8,3,0,3,9,,,,team,33,4,10,4,1,0,2,,,
19938,gameId: 401570422,,,,,,,,,,,,,,,,,,,,,
19939,C. BlackmonDH,3,1,0,0,0,2,1,.246,.319,.381,G. Torres2B,4,2,2,4,1,1,0,.241,.319,.357
19940,E. TovarSS,5,0,1,0,0,0,1,.271,.296,.455,J. SotoRF,4,1,2,2,1,1,1,.299,.429,.606
19941,B. DoyleCF,3,1,1,1,0,1,0,.269,.329,.471,A. JudgeCF,4,2,2,3,2,1,0,.333,.465,.736
19942,R. McMahon3B,3,0,1,1,0,1,0,.245,.335,.405,G. StantonDH,3,1,2,1,1,0,0,.245,.305,.495
19943,B. Rodgers2B,4,0,0,0,0,0,2,.273,.317,.407,J. Chisholm Jr.3B,4,0,0,0,0,0,1,.294,.333,.632
19944,M. Toglia1B,4,0,0,0,0,0,2,.221,.307,.491,A. VolpeSS,4,0,0,0,0,0,2,.247,.299,.383
19945,J. CaveRF,4,1,1,0,0,0,1,.262,.302,.415,J. TrevinoC,4,0,0,0,0,0,1,.233,.303,.394
19946,N. JonesLF,3,0,1,0,0,1,0,.205,.304,.314,A. VerdugoLF,4,2,2,0,0,0,0,.229,.291,.359
19947,D. RomoC,4,0,1,1,0,0,1,.158,.200,.211,D. LeMahieu1B,4,2,2,0,0,0,1,.196,.268,.254
19948,team,33,3,6,3,0,5,8,,,,team,35,10,12,10,5,3,6,,,
19949,gameId: 401570423,,,,,,,,,,,,,,,,,,,,,
19950,B. Turang2B,4,0,1,0,0,0,1,.255,.317,.360,L. ButlerRF,4,1,1,0,0,0,1,.243,.303,.453
19951,J. ChourioLF,3,0,0,0,0,0,0,.273,.320,.440,B. RookerDH,4,1,1,0,0,0,2,.289,.365,.566
19952,W. ContrerasDH,3,0,0,0,0,1,0,.283,.357,.461,J. BledayCF,4,1,1,0,0,0,0,.241,.322,.447
19953,J. Bauers1B,4,0,0,0,0,0,2,.202,.307,.391,S. LangeliersC,3,1,0,1,0,1,1,.221,.288,.442
19954,W. AdamesSS,4,1,1,1,1,0,2,.251,.338,.449,S. Brown1B,3,0,1,1,0,1,1,.227,.290,.370
19955,S. FrelickRF,4,1,1,0,0,0,0,.263,.333,.338,D. CameronLF,2,0,1,1,0,0,0,.209,.288,.382
19956,G. SanchezC,2,1,1,2,1,1,1,.243,.329,.434,Z. Gelof2B,2,0,0,1,0,0,1,.202,.270,.361
19957,G. MitchellPR-CF,0,0,0,0,0,0,0,.242,.336,.358,D. Hernaiz3B,2,0,0,0,0,1,1,.193,.268,.239
19958,B. PerkinsCF,3,0,0,0,0,0,2,.257,.329,.361,M. SchuemannSS,3,0,0,0,0,0,2,.226,.322,.312
19959,E. HaaseC,0,0,0,0,0,0,0,.308,.341,.538,team,27,4,5,4,0,3,9,,,
19960,J. Ortiz3B,3,0,0,0,0,0,1,.245,.342,.401,,,,,,,,,,,
19961,team,30,3,4,3,2,2,9,,,,,,,,,,,,,,
19962,gameId: 401570426,,,,,,,,,,,,,,,,,,,,,
19963,F. LindorSS,5,0,1,0,0,0,2,.269,.339,.487,J. ProfarLF,4,1,2,2,1,0,0,.291,.386,.478
19964,M. Vientos3B,4,1,2,1,1,0,1,.277,.334,.551,D. Solano3B,4,0,0,0,0,0,1,.304,.356,.430
19965,P. Alonso1B,4,0,1,0,0,0,1,.245,.332,.467,X. Bogaerts2B,4,0,1,0,0,0,0,.272,.316,.370
19966,B. NimmoLF,4,0,1,0,0,0,0,.226,.339,.406,M. MachadoDH,3,0,2,0,0,1,0,.270,.322,.447
19967,S. MarteRF,4,0,0,0,0,0,1,.274,.322,.406,J. Cronenworth1B,4,0,0,0,0,0,1,.244,.318,.402
19968,T. TaylorRF,0,0,0,0,0,0,0,.241,.287,.395,J. MerrillCF,3,1,1,1,1,1,0,.288,.319,.488
19969,J.D. MartinezDH,4,1,2,1,1,0,2,.251,.334,.440,L. CampusanoC,2,0,0,0,0,0,0,.231,.274,.373
19970,J. Iglesias2B,3,0,0,0,0,1,2,.325,.379,.464,aL. ArraezPH,1,0,0,0,0,0,0,.305,.332,.380
19971,L. TorrensC,2,0,0,0,0,1,1,.258,.320,.419,K. HigashiokaC,0,0,0,0,0,0,0,.232,.276,.516
19972,aJ. WinkerPH,1,0,0,0,0,0,0,.288,.323,.390,B. JohnsonRF,2,0,0,0,0,0,0,.213,.294,.246
19973,F. AlvarezC,0,0,0,0,0,0,0,.236,.301,.382,bD. PeraltaPH-RF,1,0,0,0,0,0,0,.275,.338,.427
19974,H. BaderCF,3,0,0,0,0,1,1,.252,.300,.384,M. McCoySS,2,1,1,0,0,1,0,.385,.500,.385
19975,team,34,2,7,2,2,3,11,,,,team,30,3,7,3,2,3,2,,,
19976,gameId: 401570427,,,,,,,,,,,,,,,,,,,,,
19977,K. SchwarberDH,5,2,2,3,0,0,0,.248,.374,.471,M. Garcia2B,5,1,2,1,1,0,0,.236,.284,.344
19978,T. TurnerSS,5,0,1,0,0,0,0,.301,.342,.463,B. Witt Jr.SS,4,1,2,1,1,0,1,.347,.396,.611
19979,E. SosaSS,1,0,0,0,0,0,0,.274,.323,.443,V. PasquantinoDH,4,0,1,0,0,0,1,.266,.321,.452
19980,B. Harper1B,4,1,1,1,0,0,1,.274,.363,.521,K. IsbelCF,0,0,0,0,0,0,0,.231,.284,.376
19981,W. Wilson1B,0,0,0,0,0,0,0,.353,.370,.647,S. Perez1B,4,0,2,0,0,0,0,.276,.333,.473
19982,A. Bohm3B,4,1,2,3,0,1,0,.294,.347,.468,F. FerminC,4,0,0,0,0,0,2,.301,.348,.421
19983,N. CastellanosRF,5,1,1,2,1,0,2,.250,.304,.417,M. MelendezLF,3,1,2,1,1,0,0,.210,.269,.423
19984,B. Stott2B,4,0,1,0,0,1,0,.243,.316,.356,bT. GentryPH-RF,1,0,0,0,0,0,0,.000,.000,.000
19985,B. MarshLF,3,2,2,0,0,2,1,.244,.321,.407,P. DeJong3B,4,0,0,0,0,0,2,.280,.339,.520
19986,J. RojasCF,5,1,2,0,0,0,0,.246,.283,.309,D. BlancoRF,2,0,1,0,0,0,1,.268,.308,.402
19987,G. StubbsC,4,3,4,1,0,0,0,.216,.310,.281,aA. FrazierPH-RF-LF,2,0,0,0,0,0,0,.212,.288,.296
19988,team,40,11,16,10,1,4,4,,,,G. HampsonCF-P,4,0,0,0,0,0,1,.234,.273,.310
19989,,,,,,,,,,,,team,37,3,10,3,3,0,8,,,
19990,gameId: 401570428,,,,,,,,,,,,,,,,,,,,,
19991,T. FitzgeraldSS,4,1,0,0,0,0,1,.298,.353,.567,D. MooreLF,2,1,1,0,0,2,1,.201,.315,.373
19992,L. Wade Jr.1B,3,0,0,0,0,1,1,.277,.408,.390,J. RodriguezDH,4,0,0,1,0,0,1,.256,.312,.360
19993,H. RamosLF,4,1,2,2,1,0,1,.284,.341,.504,C. RaleighC,4,0,1,1,0,0,3,.210,.302,.430
19994,A. KnappC,0,0,0,0,0,0,0,.250,.250,.250,R. ArozarenaCF,2,1,1,0,0,0,0,.216,.373,.318
19995,M. ConfortoDH,4,0,0,0,0,0,2,.232,.311,.436,J. Turner1B,4,1,2,0,0,0,0,.227,.329,.288
19996,M. Chapman3B,3,0,0,0,0,1,2,.242,.330,.434,J. Polanco2B,3,0,0,0,0,0,0,.216,.306,.356
19997,M. YastrzemskiRF,4,0,1,0,0,0,2,.243,.308,.425,M. HanigerRF,3,0,0,0,0,1,1,.209,.288,.347
19998,T. Estrada2B,4,0,0,0,0,0,1,.218,.249,.348,J. Rojas3B,3,1,2,1,0,1,1,.230,.309,.345
19999,G. McCrayCF,3,1,2,1,1,1,0,.306,.342,.556,L. RivasSS,2,0,0,0,0,0,1,.276,.344,.328
20000,C. CasaliC,2,0,0,0,0,0,0,.185,.290,.210,team,27,4,7,3,0,4,8,,,
20001,aM. CanhaPH-LF,1,0,0,0,0,1,1,.310,.388,.357,,,,,,,,,,,
20002,team,32,3,5,3,2,4,11,,,,,,,,,,,,,,
20003,gameId: 401570429,,,,,,,,,,,,,,,,,,,,,
20004,M. WinnSS,4,0,0,0,0,0,2,.278,.325,.415,W. CastroSS-LF,3,2,1,1,1,1,2,.253,.337,.406
20005,A. Burleson1B,4,0,1,0,0,0,1,.274,.309,.452,T. LarnachDH,3,0,0,0,0,0,2,.254,.325,.452
20006,M. CarpenterDH,4,0,0,0,0,0,2,.238,.324,.377,aR. LewisPH-DH,1,0,1,1,0,0,0,.271,.337,.580
20007,N. Arenado3B,4,0,2,0,0,0,0,.273,.326,.403,J. Miranda3B,3,0,0,0,0,0,0,.299,.342,.476
20008,J. FerminPR-3B,0,1,0,0,0,0,0,.149,.259,.213,M. WallnerRF,2,0,0,0,0,1,1,.262,.394,.587
20009,B. Donovan2B,4,1,0,0,0,0,1,.262,.328,.386,bK. FarmerPH-SS,1,0,0,0,0,0,0,.192,.285,.288
20010,T. PhamLF,4,0,1,0,0,0,2,.230,.314,.410,R. JeffersC,3,0,0,0,0,1,0,.235,.315,.470
20011,L. NootbaarRF,4,0,1,2,0,0,2,.234,.328,.383,C. Santana1B,3,0,1,0,0,1,1,.237,.325,.422
20012,P. PagesC,4,0,2,0,0,0,1,.252,.298,.360,M. MargotLF-RF,4,0,1,0,0,0,1,.242,.294,.338
20013,V. Scott IICF,4,1,1,1,1,0,2,.150,.197,.265,E. Julien2B,4,0,2,0,0,0,0,.218,.318,.354
20014,team,36,3,8,3,1,0,13,,,,A. MartinCF,4,0,0,0,0,0,0,.258,.324,.356
20015,,,,,,,,,,,,team,31,2,6,2,1,4,7,,,
20016,gameId: 401570430,,,,,,,,,,,,,,,,,,,,,
20017,Y. DiazDH,4,0,1,0,0,0,1,.273,.329,.393,S. OhtaniDH,3,1,0,0,0,0,1,.292,.378,.615
20018,B. Lowe1B,4,0,1,0,0,0,1,.244,.325,.488,M. BettsRF,3,1,1,2,1,1,1,.299,.393,.494
20019,J. Caminero3B,4,0,1,0,0,0,0,.302,.375,.488,F. Freeman1B,4,0,1,0,0,0,2,.284,.382,.475
20020,J. LoweLF,3,0,0,0,0,0,2,.229,.287,.384,T. HernándezLF,3,0,0,0,0,1,3,.264,.328,.485
20021,aD. CarlsonPH,1,0,0,0,0,0,0,.245,.344,.453,K. KiermaierCF,0,0,0,0,0,0,0,.243,.282,.405
20022,J. DeLucaRF,3,1,2,1,1,1,0,.190,.262,.304,T. EdmanSS,3,0,1,0,0,1,0,.227,.261,.273
20023,B. RortvedtC,3,0,0,0,0,0,1,.247,.336,.338,M. Muncy3B,3,0,0,0,0,0,2,.232,.340,.516
20024,bC. MorelPH,1,0,0,0,0,0,0,.185,.283,.321,E. HernándezCF-LF,4,1,1,1,1,0,1,.215,.276,.350
20025,J. Caballero2B,4,0,0,0,0,0,1,.234,.293,.377,H. FeducciaC,2,0,1,0,0,1,1,.333,.500,.333
20026,T. WallsSS,2,0,0,0,0,1,1,.169,.286,.227,C. Taylor2B,3,0,0,0,0,0,0,.164,.272,.261
20027,J. SiriCF,3,0,0,0,0,0,2,.195,.265,.378,team,28,3,5,3,2,4,11,,,
20028,team,32,1,5,1,1,2,9,,,,,,,,,,,,,,
20029,gameId: 401570431,,,,,,,,,,,,,,,,,,,,,
20030,M. Semien2B,3,0,1,0,0,1,0,.244,.314,.400,S. KwanLF,3,1,0,0,0,1,1,.304,.366,.448
20031,C. SeagerSS,4,1,1,1,1,0,1,.270,.350,.502,L. ThomasCF,4,0,1,0,0,0,2,.132,.211,.191
20032,R. GrossmanLF,3,0,0,0,0,0,2,.232,.330,.354,J. Ramirez3B,3,0,1,1,0,0,0,.274,.332,.531
20033,aL. TaverasPH-CF,1,0,0,0,0,0,0,.229,.285,.349,D. FryDH,3,1,1,1,1,1,1,.265,.364,.454
20034,A. GarcíaRF,4,0,0,0,0,0,1,.224,.286,.401,J. Naylor1B,4,0,0,0,0,0,0,.236,.317,.464
20035,J. JungDH,4,1,1,0,0,0,1,.255,.273,.425,J. NoelRF,3,2,1,1,1,0,1,.268,.331,.634
20036,N. Lowe1B,4,0,0,0,0,0,3,.249,.345,.365,A. Gimenez2B,2,0,0,0,0,0,0,.252,.303,.328
20037,W. LangfordCF-LF,2,0,0,0,0,1,0,.245,.314,.367,T. FreemanSS,2,0,0,0,0,0,1,.208,.305,.323
20038,J. HeimC,3,0,1,1,0,0,1,.229,.275,.345,aW. BrennanPH,1,0,1,0,0,0,0,.251,.301,.389
20039,E. Duran3B,2,0,0,0,0,0,0,.241,.280,.302,B. RocchioSS,0,0,0,0,0,0,0,.210,.299,.316
20040,bJ. SmithPH-3B,1,0,0,0,0,0,0,.265,.352,.412,A. HedgesC,3,0,0,0,0,0,0,.148,.197,.204
20041,team,31,2,4,2,1,2,9,,,,team,28,4,5,3,2,2,6,,,
20042,gameId: 401570432,,,,,,,,,,,,,,,,,,,,,
20043,C. AbramsSS,5,0,2,2,0,0,2,.249,.321,.441,M. Harris IICF,1,0,0,0,0,0,1,.247,.294,.362
20044,J. WoodLF,3,1,0,0,0,2,1,.284,.379,.443,J. KelenicCF,2,0,0,0,0,0,2,.236,.289,.398
20045,L. Garcia Jr.2B,4,0,1,0,0,0,1,.293,.327,.458,J. SolerRF,3,0,0,0,0,1,1,.222,.364,.481
20046,A. Chaparro1B,4,0,0,0,0,0,1,.268,.318,.415,M. OzunaDH,3,0,0,0,0,1,2,.305,.377,.582
20047,J. Tena3B,4,0,0,0,0,0,1,.359,.390,.462,M. Olson1B,4,1,1,1,1,0,0,.226,.309,.420
20048,K. RuizDH,4,1,1,0,0,0,0,.228,.261,.367,R. LaureanoLF,3,0,0,0,0,1,2,.301,.336,.540
20049,J. GalloRF,3,0,0,0,0,1,3,.165,.285,.310,W. Merrifield2B,3,0,0,0,0,1,0,.267,.396,.400
20050,D. MillasC,4,1,2,0,0,0,2,.206,.250,.324,G. Urshela3B,4,0,1,0,0,0,0,.318,.348,.409
20051,J. YoungCF,4,2,2,1,0,0,0,.254,.313,.327,S. MurphyC,4,0,1,0,0,0,2,.220,.297,.368
20052,team,35,5,8,3,0,3,11,,,,O. ArciaSS,4,0,1,0,0,0,2,.225,.272,.359
20053,,,,,,,,,,,,team,31,1,4,1,1,4,12,,,
20054,gameId: 401570433,,,,,,,,,,,,,,,,,,,,,
20055,P. MeadowsCF,5,1,1,1,1,0,0,.224,.301,.423,N. LopezSS,3,1,0,0,0,1,0,.238,.309,.290
20056,K. CarpenterDH,4,1,1,0,0,1,2,.280,.337,.575,L. Robert Jr.CF,3,1,0,0,0,1,0,.223,.281,.415
20057,M. VierlingRF,3,1,1,0,0,2,1,.259,.305,.442,A. BenintendiLF,3,1,1,1,1,1,0,.212,.270,.365
20058,C. Keith2B,5,1,2,1,0,0,1,.266,.317,.398,A. VaughnDH,3,0,1,2,0,0,0,.246,.299,.405
20059,J. Jung3B,5,1,2,1,0,0,1,.250,.341,.278,G. Sheets1B,4,0,0,0,0,0,1,.237,.310,.369
20060,S. Torkelson1B,5,1,3,3,1,0,0,.220,.286,.376,K. LeeC,4,0,0,0,0,0,0,.218,.248,.360
20061,Z. McKinstryLF,2,0,1,0,0,0,0,.213,.272,.342,D. FletcherRF,4,0,2,0,0,0,0,.221,.274,.272
20062,aA. IbanezPH-LF,3,0,1,0,0,0,0,.263,.306,.402,L. Sosa3B,4,0,0,0,0,0,1,.218,.251,.302
20063,T. SweeneySS,4,0,1,0,0,0,1,.217,.217,.391,B. Baldwin2B,4,0,2,0,0,0,1,.213,.254,.324
20064,D. DinglerC,4,0,0,0,0,0,2,.157,.189,.314,team,32,3,6,3,1,3,3,,,
20065,team,40,6,13,6,2,3,8,,,,,,,,,,,,,,
20066,gameId: 401570436,,,,,,,,,,,,,,,,,,,,,
20067,A. Bregman3B,5,0,2,0,0,0,2,.261,.317,.447,K. SchwarberDH,4,1,0,0,0,1,3,.246,.372,.467
20068,Y. AlvarezLF,4,0,1,0,0,1,1,.305,.395,.543,T. TurnerSS,4,0,2,0,0,1,1,.303,.345,.466
20069,M. DubonLF,0,0,0,0,0,0,0,.252,.282,.357,B. Harper1B,3,1,2,1,0,2,0,.277,.367,.524
20070,Y. DiazC,5,0,1,0,0,0,2,.300,.325,.460,A. Bohm3B,4,0,0,0,0,0,1,.291,.345,.464
20071,J. PenaSS,4,0,0,0,0,0,0,.274,.317,.409,N. CastellanosRF,4,0,1,1,0,0,0,.250,.303,.416
20072,J. SingletonDH,3,0,1,0,0,1,0,.233,.316,.365,B. Stott2B,4,0,2,0,0,0,1,.245,.317,.358
